latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
29.75658,79.6886,339.4,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,302.99,3.48,D
29.75601,79.68462,341.42,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,304.6,3.48,D
29.75987,79.68787,336.85,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,301.66,4.36,D
29.75929,79.68391,334.83,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,303.43,4.36,D
29.76316,79.68716,340.06,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,301.96,4.36,D
29.50116,77.97552,347.13,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,315.74,5.91,D
29.76588,79.68252,330.38,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,303,3.41,D
29.75218,79.5427,335.72,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,306.63,3.7,D
29.80318,79.79904,330.2,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,305.14,1.14,D
29.75283,79.36398,339.53,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,309.2,5.89,D
29.75999,79.36661,336.17,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,306.37,3.31,D
29.74824,79.28771,339.36,0.38,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,306.2,2.71,D
29.75194,79.22204,333.37,0.38,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,306.28,3.52,D
29.50963,77.46306,334.42,0.4,0.37,2022-03-27,0750,1,VIIRS,l,2.0NRT,309.02,1.86,D
29.8167,79.35892,340.43,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,304.23,4.92,D
29.63356,78.05844,338.51,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,312.13,4.12,D
29.42638,76.75885,333.87,0.41,0.37,2022-03-27,0750,1,VIIRS,n,2.0NRT,308.73,2.14,D
29.87604,79.3028,331.43,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,303.83,2.29,D
29.89868,79.43246,330.45,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,303.73,2.23,D
29.82079,78.80261,330.9,0.38,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,305.36,2.65,D
29.98985,79.63585,332.48,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,302.66,1.7,D
29.7852,77.96171,333.86,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,307.18,1.58,D
29.7572,77.55788,339.2,0.39,0.37,2022-03-27,0750,1,VIIRS,n,2.0NRT,307.03,3.39,D
29.89968,77.11967,333.84,0.4,0.37,2022-03-27,0750,1,VIIRS,n,2.0NRT,306.06,2.16,D
29.91934,77.19614,332.86,0.4,0.37,2022-03-27,0750,1,VIIRS,l,2.0NRT,305.55,3.39,D
27.36054,76.48559,352.71,0.44,0.39,2022-03-27,0750,1,VIIRS,n,2.0NRT,319.33,13.49,D
28.20147,79.87238,348.42,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,312.21,5.39,D
28.37749,79.98397,335.56,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,309.53,2.89,D
28.37692,79.98006,339.78,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,309.74,2.81,D
28.42002,79.99615,339.04,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,308.41,3.08,D
28.64848,79.93372,343.57,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,306.58,3.26,D
28.6479,79.92979,334.76,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,307.53,2.17,D
28.49449,79.99825,302.85,0.42,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,291.83,0.54,N
29.88807,79.85292,297.85,0.44,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,287.41,0.51,N
29.87765,79.29635,298.85,0.46,0.39,2022-03-27,2014,1,VIIRS,n,2.0NRT,288.51,0.76,N
29.8758,79.29798,302.06,0.46,0.39,2022-03-27,2014,1,VIIRS,n,2.0NRT,288.51,0.98,N
29.76553,79.69099,303.69,0.44,0.39,2022-03-27,2014,1,VIIRS,n,2.0NRT,286.51,0.62,N
29.74375,79.77348,308.14,0.44,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,288.41,1.21,N
29.71378,79.78271,302.72,0.44,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,288.01,0.84,N
29.70859,79.79467,306.99,0.44,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,288.66,1.24,N
29.70803,79.79883,312.77,0.44,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,289.55,1.24,N
29.70507,79.79417,304.91,0.44,0.38,2022-03-27,2014,1,VIIRS,n,2.0NRT,289.18,1.17,N
